GENESIS-Tabelle: 32111-0003
Abfallentsorgung: Deutschland, Jahre, Anlagenart;;;;;;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;
;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall;Abfallentsorgungsanlagen mit Output;Output von Abfallentsorgungsanlagen;Abfälle zur Beseitigung;Abfälle zur Verwertung;Abfälle zu vorbereitenden Verfahren;Abgabe an Sonstige
2021;  Regenerieren von Säuren und Basen, Lösemitteln;34;318,4;166,1;139,2;13,2;x;112,6;22,0;41,8;0,7;48,1
2021;  Rückgewinnung von Metallen, Lösemitteln usw.;63;541,2;191,7;294,9;54,5;x;389,8;9,4;88,6;3,9;287,9
2021;  Volumenreduzierung und Wasserabscheidung;89;2300,0;1464,4;831,9;3,7;x;670,9;357,3;276,1;35,9;1,6
2021;  Sonstige Anlagen;204;4552,0;736,0;3443,5;372,5;x;2512,2;489,8;1401,4;58,5;562,5
2021;Bodenbehandlungsanlagen;103;3897,5;28,9;3861,1;7,6;x;3789,8;847,2;2545,8;95,8;301,0
2021;Biologische Behandlungsanlagen;1190;16132,0;2239,2;13829,5;63,2;x;10976,4;238,8;1954,9;184,0;8598,7
2021;  Bioabfallkompostierungsanlagen (verm. Bioabfälle);211;3332,8;152,6;3179,8;0,4;x;1792,3;114,7;244,6;53,5;1379,5
2021;  Grünabfallkompostierungsanlagen (überw. Grünabf.);609;4181,3;98,9;4078,7;3,6;x;2964,4;20,1;476,2;65,3;2402,8
2021;  Kombinierte Kompostierungs- und Vergärungsanlagen;59;2417,9;1,4;2407,7;8,8;x;1532,1;66,2;206,1;44,0;1215,8
2021;  Klärschlammkompostierungsanlagen;65;494,9;5,2;489,7;-;x;326,8;6,2;33,4;-;287,3
2021;  Sonstige biologische Behandlungsanlagen;20;1012,0;592,3;419,7;0,1;x;838,4;6,5;673,1;6,7;152,1
2021;  Biogas- und Vergärungsanlagen;226;4693,0;1388,9;3253,8;50,3;x;3522,4;25,2;321,5;14,4;3161,3
2021;Mechanisch-biologische Abfallbehandlungsanlagen;50;3591,2;26,9;3531,2;33,1;x;3106,2;649,5;2286,7;140,8;29,2
2021;Demontagebetriebe für Altfahrzeuge;1125;452,7;-;448,8;3,9;x;487,7;0,5;282,6;193,1;11,5
2021;Schredderanlagen und Schrottscheren;758;16303,5;646,7;14983,1;673,7;x;16585,7;243,3;10511,5;537,3;5293,5
2021;Sortieranlagen;957;24973,6;476,0;23668,8;828,8;x;24519,4;1253,8;17764,3;1106,0;4395,3
2021;Zerlegeeinrichtungen;306;987,6;13,7;912,0;61,9;x;965,2;11,3;719,5;165,8;68,5
2021;Sonstige Behandlungsanlagen;1017;29236,2;3103,1;24067,0;2066,1;x;25316,2;3375,1;14720,1;682,7;6538,3
2021;  Sonstige Behandlungsanlagen;846;28067,8;3037,3;23093,1;1937,3;x;24936,1;3372,3;14709,9;681,4;6172,5
2021;  Anlagen zur stofflichen Verwertung von Altöl;7;496,9;0,0;374,7;122,2;x;380,2;2,8;10,2;1,3;365,8
2021;  Klärschlammfaulbehälter mit CO-Vergärung;164;671,4;65,7;599,2;6,6;-;-;-;-;-;-
2021;Naturbelassene Stoffe im Bergbau;14;27728,2;27728,2;-;-;-;-;-;-;-;-
2021;Abfälle in untertägigen Abbaustätten;20;3173,8;214,2;2728,5;231,1;-;-;-;-;-;-
2021;Abfälle in übertägigen Abbaustätten;2663;93675,9;1737,0;91187,6;751,2;-;-;-;-;-;-
__________
"Deponien:
Einschließlich Langzeitlager.

Abgabe an Sonstige:
Einschließlich gewonnener Sekundärrohstoffe und Produkte."
© Statistisches Bundesamt (Destatis), 2023
Stand: 30.08.2023 / 19:44:46
