clothes,shoes,id,lat,lon,cans,operator:clothes,ref:signed,waste,noref,seasonal,support,alt_name:ca,alt_name:cs,ref:nuts:2,entrance,gate:type,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes
yes,yes,4723125033,49.2320589,7.0110475,,,,,,,,,,,,,yes,,,,yes,,
yes,,4726709572,49.5141643,7.0728562,,,,,,,,,,,,,,,,,,,
,,4726709573,49.5141434,7.0728036,,,,,,,,,,,,,,,,,yes,,
yes,yes,4729414193,49.2742792,7.0278966,,,,,,,,,,,,,,,,,,,
,,4736311221,49.2606393,7.2552308,,,,,,,,,,,,,,,,,,,
yes,yes,4736383521,49.2437018,7.2605578,,,,,,,,,,,,,,,,,,,
yes,yes,4736403021,49.2424617,7.2606649,,,,,,,,,,,,,,,,,,,
,,4736403022,49.2432249,7.2604672,,,,,,,,,,,,,yes,,,,yes,,
,,4784154421,49.2483828,7.191895,,,,,,,,,,,,,,,,,,,
,,4787925728,49.2451522,7.2032989,,,,,,,,,,,,,,,,,,,
,,4789024713,49.1743492,7.2009716,,,,,,,,,,,,,yes,,,,,,
yes,,4792307309,49.5132502,7.273516,,,,,,,,,,,,,,,,,,,
,,4792307310,49.5132319,7.2734852,,,,,,,,,,,,,,,,,yes,,
,,4792307311,49.513251,7.2734516,,,,,,,,,,,,,yes,,,,,,
,,4795281325,49.3097779,7.145682,,,,,,,,,,,,,,,,,,,
yes,,4802545978,49.283997,7.0407407,,,,,,,,,,,,,,,,,,,
yes,,4808225989,49.5170397,7.2065953,,,,,,,,,,,,,,,,,,,
,,4808225990,49.5170475,7.2066074,,,,,,,,,,,,,,,,,yes,,
yes,yes,4816012409,49.2179993,6.9671713,,,no,,yes,,,,,,,,,yes,,,,,
,,4841648738,49.2577257,6.7911602,,,,,,,,,,,,,,,,,,,
,,4851425532,49.506935,6.4080846,,,,,,,,,,,,,,,,,,,
,,4868388965,49.1934975,6.8117561,,,,,,,,,,,,,yes,,,,yes,,
,,4897883806,49.5663392,7.092057,,,,,,,,,,,,,,,,,yes,,
,,4897883807,49.5663575,7.0920235,,,,,,,,,,,,,yes,,,,,,
,,4906568673,49.3858073,7.2520877,,,,,,,,,,,,,,,,,yes,,
,,4906568674,49.3857903,7.2520883,,,,,,,,,,,,,yes,,,,,,
,,4916911354,49.3703195,7.2653358,,,,,,,,,,,,,yes,,,,yes,,
,,4916911355,49.3702959,7.2653532,,,,,,,,,,,,,yes,,,,yes,,
yes,,4916911368,49.3781557,7.254383,,,,,,,,,,,,,,,,,,,
yes,,4929484393,49.3467522,7.2576211,,,,,,,,,,,,,,,,,,,
,,4931477195,49.3555343,7.2593477,,,,,,,,,,,,,yes,,,,yes,,
yes,,4933199407,49.3498319,7.2541013,,,,,,,,,,,,,,,,,,,
yes,,4936059364,49.3455023,7.2477995,,,,,,,,,,,,,,,,,,,
,,4936944099,49.131315,7.0691135,,,,,,,,,,,,,yes,,,,yes,,
yes,,4947571515,49.569638,6.9301195,,,,,,,,,,,,,yes,,,,yes,,
,,4950481826,49.377332,6.7878421,,,,,,,,,,,,,yes,,,,yes,,
,,4950481827,49.3807866,6.783787,,,,,,,,,,,,,yes,,,,yes,,
,,4950481828,49.3716365,6.7567928,,,,,,,,,,,,,yes,,,,yes,,
,,4950481829,49.3677658,6.7954456,,,,,,,,,,,,,yes,,,,yes,,
yes,,4950491022,49.3710729,6.7629919,,,,,,,,,,,,,yes,,,,yes,,
,,4960419855,49.5510258,7.062998,,,,,,,,,,,,,,,,,,,
,,4960419856,49.5510105,7.0630959,,,,,,,,,,,,,yes,,,,yes,,
yes,,4960517871,49.5495349,7.0600187,,,,,,,,,,,,,,,,,,,
yes,,4974244571,49.5547299,7.1553377,,,,,,,,,,,,,yes,,,,yes,,
yes,,4974552211,49.4923607,6.8373025,,,,,,,,,,,,,yes,,,,yes,,
yes,,4975906694,49.5559684,7.1236461,,,,,,,,,,,,,yes,,,,yes,,
,,4982620456,49.3425124,7.2494423,,,,,,,,,,,,,yes,,,,yes,,
yes,,4993195962,49.5776787,7.0681196,,,,,,,,,,,,,,,,,,,
,,4993195963,49.5776561,7.0681284,,,,,,,,,,,,,yes,,,,yes,,
,,5005660871,49.5927912,7.0677984,,,,,,,,,,,,,yes,,,,yes,,
,,5005814531,49.5371984,6.6934633,,,,,,,,,,,,,yes,,,,yes,,
yes,,5010089949,49.3501635,6.9243971,,,,,,,,,,,,,yes,,,,yes,,
yes,,5023049467,49.6089893,7.0569697,,,,,,,,,,,,,,,,,,,
,,5028875306,49.28283,7.1317888,,,,,,,,,,,,,,,,,,,
,,5033164058,49.5815252,7.1445841,,,,,,,,,,,,,,,,,,,
yes,yes,5041547343,49.270652,7.0172566,,,,,,,,,,,,,yes,,,,yes,,yes
,,5049403269,49.4980403,6.9705208,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,5057346178,49.1524118,7.0393556,,,,,,,,,,,,,,,,,,,
,,5057346179,49.1531695,7.0387164,,,,,,,,,,,,,yes,,,,yes,,
,,5057346180,49.2274394,7.0047931,,,,,,,,,,,,,yes,,,,,,
yes,yes,5057346181,49.2468148,6.9681049,,,,,,,,,,,,,yes,,,,yes,,
yes,,5060887713,49.1162913,7.0529252,,,,,,,,,,,,,yes,,,,yes,,
yes,,5062594111,49.4340557,6.9463956,,,,,,,,,,,,,yes,,,,,,
yes,yes,5070894835,49.2071137,7.0400581,,,,,,,,,,,,,yes,,,,,,
yes,yes,5087463347,49.2353476,6.9857872,,,,,,,,,,,,,yes,,,,,,
yes,,5106249386,49.5334377,6.9689859,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,5125013330,49.3750559,6.5956753,,,,,,,,,,,,,yes,,,,,,
,,5126148378,49.5243438,6.8712872,,,,,,,,,,,,,,,,,,,
,,5139922455,49.2697679,7.0494175,,,,,,,,,,,,,,,,,yes,,
,,5139922482,49.2697793,7.0493242,,,,,,,,,,,,,yes,,,,,,
,,5145067697,49.4907683,7.0378147,yes,,,,,,,,,,,,yes,,,,yes,,
,,5147457432,49.4905756,7.0386053,,,,,,,,,,,,,yes,,,,yes,,
,,5151486087,49.2296476,7.2592673,,,,,,,,,,,,,,,,,yes,,
,,5151486088,49.2293104,7.2587965,,,,,,,,,,,,,,,,,,,
,,5151486089,49.2293051,7.2587442,,,,,,,,,,,,,,,,,,,yes
,,5151486090,49.2293463,7.2589387,,,,yes,,,,,,,,,,,,,,,
,,5151486091,49.2292736,7.2590822,,,,yes,,,,,,,,,,,,,,,
yes,yes,5151486105,49.2293612,7.2590353,,,,,,,,,,,,,,,,,,,
,,5151486106,49.2294251,7.2593544,,,,,,,,,,,,,,,yes,,,,
,,5151486107,49.2295223,7.2593276,,,,,,,,,,,,,,yes,,,,,
,,5151486108,49.2296099,7.2589427,,,,,,,,,,,,,,,,,,,
,,5151486109,49.2296528,7.2593598,,,,,,,,,,,,,yes,,,,,,
,,5151486110,49.2296511,7.2594362,,,,,,,,,,,,,,,,,yes,,
yes,,5157688478,49.1917012,7.2303504,,,,,,,,,,,,,yes,,,,yes,,
,,5158872321,49.3153586,7.1500567,,,,,,,,,,,,,yes,,,,yes,,
,,5170572123,49.3335622,7.0838464,,,,,,,,,,,,,,,,,,,
yes,,5182075978,49.5945881,7.0172958,,,,,,,,,,,,,,,,,,,
,,5188422241,49.3325831,7.0532729,,,,,,,,,,,,,yes,,,,yes,,
yes,,5200717695,49.6058042,6.9948116,,,,,,,,,,,,,,,,,,,
yes,,5200927677,49.6023111,6.993923,,,,,,,,,,,,,,,,,,,
,,5212870315,49.3674314,7.1266387,,,,,,,,,,,,,yes,,,,yes,,
yes,,5222372683,49.3564135,7.1384867,,,,,,,,,,,,,yes,,,,yes,,
,,5229014962,49.366014,7.1219341,,,,,,,,,,,,,yes,,,,yes,,
,,5252971964,49.3619073,7.1275507,,,,,,,,,,,,,,,,,yes,,
yes,yes,5253834391,49.5089006,6.7476828,,,,,,,,,,,,,,,,,,,
,,5273833729,49.4632785,7.2522184,,,,,,,,,,,,,yes,,,,yes,,
,,5296650593,49.2336157,7.0254425,,,,,,,,,,,,,yes,,,,,,
yes,yes,5298309917,49.225735,7.026844,,,,,,,,,,,,,yes,,,,yes,,
,,5312443975,49.4595164,7.1747589,,,,,,,,,,,,,,,,,,,
,,5368524672,49.3863512,7.2569445,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,5371043453,49.2585576,6.9728722,,,,,,,,,,,,,yes,,,,yes,,
yes,,5376571900,49.3840709,7.2784598,,,,,,,,,,,,,,,,,,,
,,5376748832,49.3780011,7.2790258,,,,,,,,,,,,,,,,,,,
yes,,5381667951,49.3854162,7.2846604,,,,,,,,,,,,,,,,,,,
,,5381693726,49.3785975,7.2942218,,,,,,,,,,,,,yes,,,,,,
,,5434211822,49.4531138,6.8438508,,,,,,,,,,,,,,,,,,,
yes,yes,5434421714,49.2503203,6.9796139,,,,,,,,,,,,,,,,,,,
yes,yes,5434558358,49.2352782,7.0055589,,,,,,,,,,,,,,,,,,,
,,5435281119,49.5368164,6.888008,,,,,,,,,,,,,,,,,,,
yes,yes,5435896959,49.2378761,7.0108305,,,,,,,,,,,,,,,,,,,
yes,,5440701788,49.5120577,6.7391276,,,,,,,,,,,,,,,,,,,
,,5441142739,49.511082,6.7538801,,,,,,,,,,,,,,,,,,,
,,5443312165,49.388751,6.9232897,,,,,,,,,,,,,yes,,,,,,
yes,,5446421348,49.4935735,6.6164424,,,,,,,,,,,,,,,,,,,
yes,yes,5446870621,49.5549261,7.021881,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,5463332011,49.2221194,7.0123404,,,,,,,,,,,,,yes,,,,yes,,
,,5465494942,49.5280453,6.5332872,,,,,,,,,,,,,yes,,,,yes,,
yes,,5477293847,49.1956837,7.0686306,,,,,,,,,,,,,,,,,,,
,,5479251051,49.2266736,7.0113168,,,,,,,,,,,,,yes,,,,yes,,
yes,,5482567546,49.5317447,6.4278401,,,,,,,,,,,,,yes,,,,yes,,
,,5505968279,49.2479786,7.1615879,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,5509385333,49.227844,7.0124933,,,no,,,,,,,,,,,,,,,,
,,5557385579,49.440013,6.6800697,,,,,,,,,,,,,yes,,,,yes,,
yes,,5557717250,49.4303202,6.7276146,,,,,,,,,,,,,,,,,,,
,,5557717252,49.4303367,6.7275757,,,,,,,,,,,,,yes,,,,yes,,
,,5567369817,49.4074043,6.7628749,,,,,,,,,,,,,yes,,,,yes,,
,,5591667736,49.168301,7.2889761,,,,,,,,,,,,,yes,,,,,,
yes,,5600219289,49.4426736,6.9620812,,,,,,,,,,,,,,,,,,,
,,5600219290,49.4425005,6.9618331,,,,,,,,,,,,,yes,,,,yes,,
,,5602994013,49.3631021,7.1006294,,,,,,,,,,,,,yes,,,,yes,,
,,5610263506,49.3658869,7.0887478,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,5620556942,49.3610784,7.0689156,,,,,,,,,,,,,,,,,,,
,,5620556955,49.3609788,7.070704,,,,,,,,,,,,,yes,,,,yes,,
yes,,5622931069,49.3561056,7.0684315,,,,,,,,,,,,,,,,,,,
,,5622931070,49.356148,7.0684335,,,,,,,,,,,,,yes,,,,yes,,
yes,,5633409158,49.3644751,7.0585991,,,,,,,,,,,,,,,,,,,
,,5633409159,49.3644889,7.0586987,,,,,,,,,,,,,yes,,,,yes,,
,,5633567997,49.3578797,7.0596144,,,,,,,,,,,,,yes,,,,yes,,
,,5646528285,49.2400789,6.9802613,,,,,,,,,,,,,yes,,,,,,
yes,,5648323827,49.3731348,7.0697558,,,,,,,,,,,,,,,,,,,
,,5680018229,49.5209608,6.6778073,,,,,,,,,,,,,yes,,,,,,
,,5680018230,49.520926,6.677755,,,,,,,,,,,,,,,,,yes,,
,,5680018231,49.5201312,6.6715685,,,,,,,,,,,,,yes,,,,,,
,,5680018232,49.5201555,6.6714692,,,,,,,,,,,,,,,,,yes,,
,,5691595626,49.3106585,6.9407509,,,,,,,,,,,,,yes,,,,yes,,
,,5696720101,49.5021835,6.8200448,,,,,,,,,,,,,yes,,,,yes,,
,,5778838005,49.28926,7.3176552,,,,,,,,,,,,,yes,,,,,,
yes,,5792835627,49.3886279,7.0634741,,,,,,,,,,,,,yes,,,,yes,,
yes,,5792835631,49.3876965,7.0680365,,,,,,,,,,,,,,,,,,,
yes,yes,5794549469,49.238556,7.0052256,,,,,,,,,,,,,yes,,,,yes,,
,,5798434236,49.2105046,7.1652371,,,,,,,,,,,,,yes,,,,yes,,
,,5923789986,49.38083,7.0148744,,,,,,,,,,,,,yes,,,,yes,,
yes,,5923853850,49.3776955,7.0162196,,,,,,,,,,,,,,,,,,,
,,5923906520,49.3754877,7.0154967,,,,,,,,,,,,,yes,,,,yes,,
,,5923928019,49.373072,7.0149221,,,,,,,,,,,,,yes,,,,yes,,
yes,,5924543690,49.3747171,7.0226884,,,,,,,,,,,,,yes,,,,yes,,
,,5924581415,49.3598092,7.0215431,,,,,,,,,,,,,yes,,,,yes,,
,,5939774756,49.2577337,7.0431657,,,,,,,,,,,,,yes,,,,,,
yes,,5958662685,49.3801782,7.2152191,,,,,,,,,,,,,,,,,,,
,,5981790750,49.5242481,6.7301197,,,,,,,,,,,,,yes,,,,,,
yes,,5981790751,49.5072153,6.7506756,,,,,,,,,,,,,,,,,,,
,,5981790752,49.5071966,6.7506573,,,,,,,,,,,,,yes,,,,,,
yes,,6037426017,49.4127314,6.9387654,,,,,,,,,,,,,,,,,,,
,,6040276612,49.3991852,6.9641908,,,,,,,,,,,,,yes,,,,yes,,
yes,,6040276619,49.4038443,6.9578131,,,,,,,,,,,,,,,,,,,
yes,yes,6040276620,49.4038648,6.9578111,,,,,,,,,,,,,yes,,,,,,
yes,,6044701181,49.4006305,6.9683294,,,,,,,,,,,,,,,,,,,
,,6055874756,49.41582,6.9502205,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,6059523434,49.2316156,6.9961057,,,,,,,,,,,,,,,,,,,
,,6070704108,49.3779601,7.0842314,,,,,,,,,,,,,yes,,,,yes,,
,,6074243417,49.410735,7.0179449,,,,,,,,,,,,,yes,,,,,,
,,6090045414,49.3976797,6.9904321,,,,,,,,,,,,,yes,,,,yes,,
,,6090942736,49.3912083,6.9942181,,,,,,,,,,,,,yes,,,,,,
,,6125085782,49.3683886,6.9864692,,,,,,,,,,,,,yes,,,,yes,,
,,6125085783,49.3684157,6.9864759,,,,,,,,,,,,,yes,,,,yes,,
yes,,6125467672,49.3606818,6.9807588,,,,,,,,,,,,,yes,,,,,,
yes,,6126313432,49.3743543,6.9745984,,,,,,,,,,,,,yes,,,,yes,,
yes,,6179309050,49.311981,7.2670081,,,,,,,,,,,,,yes,,,,yes,,
,,6187723068,49.3081364,7.2832945,,,,,,,,,,,,,yes,,,,yes,,
yes,,6187723076,49.3081364,7.2868015,,,,,,,,,,,,,,,,,,,
,,6187945416,49.3139569,7.2727454,,,,,,,,,,,,,yes,,,,yes,,
yes,,6217310881,49.2818541,7.2358248,,,,,,,,,,,,,,,,,,,
,,6219464004,49.2874865,7.2380275,,,,,,,,,,,,,yes,,,,yes,,
yes,,6248988476,49.1741293,6.8310421,,,,,,,,,,,,,yes,,,,yes,,
yes,,6252152621,49.282505,7.0667705,,,,,,,,,,,,,,,,,,,
,,6260340472,49.3002663,7.054439,,,,,,,,,,,,,yes,,,,yes,,
yes,,6299098799,49.5046273,6.8705468,,,,,,,,,,,,,,,,,,,
,,6299098800,49.5046804,6.8705575,,,,,,,,,,,,,yes,,,,yes,,
yes,,6305887633,49.5001011,6.4390115,,,,,,,,,,,,,yes,,,,yes,,
yes,,6316933744,49.5547408,6.8169281,,,,,,,,,,,,,,,,,,,
yes,,6318011173,49.5405133,6.8003158,,,,,,,,,,,,,,,,,,,
yes,yes,6323456722,49.3143879,7.3508848,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,6323483431,49.3144185,7.3508339,,,,,,,,,,,,,yes,,,,yes,,
yes,,6363479937,49.2993122,7.0581257,,,,,,,,,,,,,,,,,,,
,,6368977087,49.300251,7.0569325,,,,,,,,,,,,,yes,,,,yes,,
yes,,6388537658,49.3720557,6.6937685,,,,,,,,,,,,,,,,,,,
yes,,6388537659,49.3720249,6.6937701,,,,,,,,,,,,,,,,,,,
,,6388537660,49.3719115,6.6937435,,,,,,,,,,,,,yes,,,,,,
,,6388537661,49.3718884,6.6937443,,,,,,,,,,,,,yes,,,,,,
,,6388537662,49.3718655,6.6937447,,,,,,,,,,,,,yes,,,,,,
,,6388537663,49.3718429,6.6937455,,,,,,,,,,,,,yes,,,,,,
,,6388537664,49.3718207,6.6937465,,,,,,,,,,,,,,,,,yes,,
,,6388537665,49.3718013,6.693748,,,,,,,,,,,,,,,,,yes,,
,,6388537666,49.3717794,6.6937472,,,,,,,,,,,,,,,,,yes,,
,,6388537667,49.3717605,6.6937479,,,,,,,,,,,,,,,,,yes,,
yes,,6427495825,49.2989156,7.0439999,,,,,,,,,,,,,,,,,,,
,,6427495826,49.2988959,7.0439945,,,,,,,,,,,,,yes,,,,yes,,
,,6427495840,49.2984573,7.0485757,,,,,,,,,,,,,yes,,,,yes,,
,,6434344831,49.5655085,6.8002515,,,,,,,,,,,,,yes,,,,,,
yes,,6443850907,49.3111504,7.0624387,,,,,,,,,,,,,,,,,,,
yes,,6449103896,49.31212,7.0728014,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,6482278538,49.2340789,7.0133878,,,,,,,,,,,,,,,,,,,
yes,yes,6483047254,49.2387461,6.9682342,,,,,,,,,,,,,yes,,,,no,,
,,6499965043,49.2550839,6.868234,,,,,,,,,,,,,yes,,,,yes,,
,,6502308015,49.2334692,7.0033604,,,,,,,,,,,,,yes,,,,yes,,
yes,,6516937878,49.3347779,7.2657193,,,,,,,,,,,,,,,,,,,
,,6530542728,49.3450209,7.2886093,,,,,,,,,,,,,yes,,,,yes,,
yes,,6545012688,49.2420771,7.010197,,,,,,,,,,,,,,,,,,,
,,6549010991,49.364807,7.2659057,,,,,,,,,,,,,yes,,,,yes,,
,,6550522475,49.1834658,6.7455345,,,,,,,,,,,,,yes,,,,yes,,
,,6560529504,49.3641074,7.2532296,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,6576312101,49.2411153,6.9982773,,,,,,,,,,,,,,,,,,,
no,,6582677581,49.3578133,7.2473127,no,,,no,,,,,,,,,yes,no,no,yes,yes,no,no
,,6592178467,49.2448411,6.9860862,,,,,,,,,,,,,yes,,,,,,
,,6592793405,49.3071055,6.8280029,,,,,,,,,,,,,yes,,,,yes,,
,,6601086622,49.3072822,6.7811152,,,,,,,,,,,,,yes,,,,yes,,
,,6631087922,49.3680663,7.3268321,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,6634755868,49.3700343,7.3228115,,,,,,,,,,,,,,,,,,,
,,6634833487,49.3695108,7.3252094,,,,,,,,,,,,,yes,,,,yes,,
yes,,6634886404,49.3729279,7.3195177,,,,,,,,,,,,,yes,,,,yes,,
yes,,6634886445,49.37177,7.327103,,,,,,,,,,,,,,,,,,,
yes,,6658684860,49.3545009,7.3275845,,,,,,,,,,,,,yes,,,,yes,,
,,6662725521,49.2937235,6.7798658,,,,,,,,,,,,,yes,,,,yes,,
yes,,6662725888,49.293645,6.7808519,,,,,,,,,,,,,,,,,,,
,,6699798656,49.3447789,7.3371667,,,,,,,,,,,,,yes,,,,,,
yes,,6699923066,49.3472768,7.3497073,,,,,,,,,,,,,,,,,,,
,,6699923067,49.3472524,7.3496778,,,,,,,,,,,,,yes,,,,,,
yes,,6702587901,49.1736456,7.1618964,,,,,,,,,,,,,,,,,,,
,,6702587902,49.1737465,7.1617448,,,,,,,,,,,,,yes,,,,,,
,,6727330146,49.3324122,7.3304947,,,,,,,,,,,,,yes,,,,,,
,,6727330160,49.3316554,7.331416,,,,,,,,,,,,,,,,,yes,,
,,6727330170,49.3305638,7.3276676,,,,,,,,,,,,,yes,,,,yes,,
,,6727336694,49.3252951,7.3297866,,,,,,,,,,,,,yes,,,,yes,,
yes,,6727336696,49.3251141,7.3301031,,,,,,,,,,,,,,,,,,,
,,6727761516,49.3357952,7.3337267,,,,,,,,,,,,,yes,,,,yes,,
,,6733499082,49.3270397,7.3156862,,,,,,,,,,,,,yes,,,,,,
yes,yes,6770189882,49.3087656,7.3123287,,,,,,,,,,,,,,,,,,,
yes,,6788935971,49.3256106,7.3386204,,,,,,,,,,,,,,,,,,,
yes,yes,6791476550,49.3144028,7.3508593,,,,,,,,,,,,,yes,,,,,,
,,6804057330,49.3038198,7.3331883,,,,,,,,,,,,,yes,,,,,,
yes,,6804062474,49.3061244,7.3379975,,,,,,,,,,,,,,,,,,,
,,6804062475,49.3061048,7.337974,,,,,,,,,,,,,yes,,,,,,
yes,,6813087014,49.2892434,7.3175919,,,,,,,,,,,,,,,,,,,
yes,,6832380051,49.2709522,7.3131797,,,,,,,,,,,,,,,,,,,
,,6832380052,49.2709723,7.3131508,,,,,,,,,,,,,yes,,,,,,
,yes,6845077818,49.3021085,7.3659743,,,,,,,,,,,,,,,,,,,
,,6853248106,49.3482162,7.357618,,,,,,,,,,,,,yes,,,,,,
yes,,6853515766,49.3405179,7.363286,,,,,,,,,,,,,,,,,,,
,,6853515767,49.3405677,7.3632304,,,,,,,,,,,,,yes,,,,yes,,
,,6853515771,49.3435286,7.3659722,,,,,,,,,,,,,yes,,,,yes,,
,,6853515777,49.3486747,7.3687175,,,,,,,,,,,,,yes,,,,,,
,,6867511114,49.2429527,6.9638958,,,,,,,,,,,,,yes,,,,yes,,
yes,,6868137694,49.3063028,6.7606688,,,,,,,,,,,,,,,,,,,
,,6903279330,49.2109183,7.0416075,,,,,,,,,,,,,yes,,,,,,
,,6903279331,49.2153592,7.0418419,,,,,,,,,,,,,yes,,,,yes,,
yes,,6925188392,49.3856738,6.6171384,,,,,,,,,,,,,,,,,,,
,,6939929600,49.382399,6.6748542,,,,,,,,,,,,,yes,,,,yes,,
yes,,6946342610,49.3812221,6.7961799,,,,,,,,,,,,,yes,,,,yes,,
,,6955880239,49.476935,6.9568723,,,,,,,,,,,,,yes,,,,yes,,
,,6960704023,49.4620272,6.9624815,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7053287384,49.1997575,7.0644471,,,,,,,,,,,,,,,,,,,
yes,yes,7074539881,49.2202248,6.9648099,,,,,,,,,,,,,yes,,,,,,
,,7075629444,49.4041057,6.8977296,,,,,,,,,,,,,yes,,,,,,
,,7089608966,49.3409649,6.9651577,,,,,,,,,,,,,yes,,,,yes,,
,,7096111466,49.3364904,6.9236391,,,,,,,,,,,,,,,,,yes,,
,,7110680944,49.2699244,7.2903695,,,,,,,,,,,,,,,,,,,
yes,,7129360163,49.2389834,7.2782144,,,,,,,,,,,,,,,,,,,
,,7129360170,49.2389549,7.2781044,,,,,,,,,,,,,yes,,,,,,
,,7129360171,49.2389326,7.2779978,,,,,,,,,,,,,,,,,yes,,
yes,,7134316162,49.2279652,7.2671731,,,,,,,,,,,,,,,,,,,
yes,,7143143032,49.5510784,6.9209455,,,,,,,,,,,,,yes,,,,yes,,
yes,,7155783866,49.5051272,6.7797647,,,,,,,,,,,,,,,,,,,
,,7204688406,49.3224586,6.9110173,,,,,,,,,,,,,yes,,,,yes,,
,,7204716919,49.3295132,6.9283149,,,,,,,,,,,,,yes,,,,yes,,
,,7291111115,49.4019929,6.7119773,,,,,,,,,,,,,yes,,,,yes,,
,,7313009949,49.238783,6.9867139,,,,,,,,,,,,,yes,,,,yes,,
,,7352494465,49.3501034,6.9391816,,,,,,,,,,,,,yes,,,,yes,,
,yes,7367376561,49.3545777,6.7238393,,,,,,,,,,,,,,,,,,,
yes,,7368687910,49.3463647,6.71682,,,,,,,,,,,,,yes,,,,yes,,
yes,,7368687911,49.3453844,6.7217486,,,,,,,,,,,,,,,,,,,
yes,,7368719711,49.343252,6.7173028,,,,,,,,,,,,,yes,,,,yes,,
,,7394454806,49.3576412,6.7147654,,,,,,,,,,,,,yes,,,,yes,,
,,7395657085,49.2315994,6.9810007,,,,,,,,,,,,,,,,,yes,,
yes,,7397870614,49.3467976,6.7094466,,,,,,,,,,,,,,,,,,,
,,7416699744,49.1771272,7.236042,,,,,,,,,,,,,yes,,,,yes,,
yes,,7446656633,49.302046,6.8487391,,,,,,,,,,,,,yes,,,,yes,,
yes,,7474552234,49.3443403,6.999431,,,,,,,,,,,,,,,,,,,
,,7508197840,49.3288962,6.9400267,,,,,,,,,,,,,yes,,,,yes,,
yes,,7515751323,49.3482274,6.9844092,,,,,,,,,,,,,,,,,,,
yes,yes,7527032919,49.2244437,7.1442943,,,,,,,,,,,,,,,,,,,
,,7527304239,49.3103093,7.369466,,,,,,,,,,,,,,,,,,,yes
yes,yes,7545703556,49.2326952,6.9805721,,,,,,,,,,,,,,,,,,,
yes,yes,7552264207,49.2245715,6.9776498,,,,,,,,,,,,,,,,,,,
,,7564092199,49.3033647,6.9333474,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7578927183,49.2314537,7.0125442,,,,,,,,,,,,,,,,,,,
yes,yes,7590456634,49.2214401,7.0110165,,,,,,,,,,,,,yes,,,,yes,,
,,7606946716,49.3223082,6.9192624,,,,,,,,,,,,,yes,,,,yes,,
,,7610481810,49.31753,6.9296204,,,,,,,,,,,,,yes,,,,yes,,
,,7611827104,49.302373,6.9401649,,,,,,,,,,,,,,,,,yes,,
,,7613446861,49.2945413,6.9249286,,,,,,,,,,,,,yes,,,,yes,,
,,7623717917,49.3011793,6.9517091,,,,,,,,,,,,,yes,,,,yes,,
,,7623861902,49.3100172,6.9492334,,,,,,,,,,,,,yes,,,,yes,,
,,7625651663,49.3570369,7.0503838,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7625661674,49.3589479,7.0543674,,,,,,,,,,,,,,,,,,,
,,7650019120,49.2745712,6.9621764,,,,,,,,,,,,,yes,,,,,,
yes,yes,7659485871,49.2519622,6.9961831,,,,,,,,,,,,,yes,,,,yes,,
,,7667631286,49.2751649,7.1066807,,,,,,,,,,,,,yes,,,,yes,,
no,,7699885187,49.2207749,6.9927263,,,no,,,,,,,,,,yes,,,,no,,
yes,,7702373355,49.5587053,6.8944721,,,,,,,,,,,,,yes,,,,yes,,
yes,,7705074267,49.559322,6.8551067,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7716410786,49.234998,6.9264864,,,,,,,,,,,,,,,,,,,
yes,yes,7724992404,49.2356271,7.0102429,,,,,,,,,,,,,yes,,,,,,
yes,yes,7727352235,49.2467321,6.9869063,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7747038703,49.3658611,6.6639167,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7752685635,49.2455922,6.9807779,,,,,,,,,,,,,yes,,,,yes,,
,,7779161346,49.2253387,7.0437399,,,,,,,,,,,,,,,,,yes,,
,,7792290825,49.2563821,6.964626,,,,,,,,,,,,,yes,,,,,,
,,7814709342,49.4364773,6.8438347,,,,,,,,,,,,,yes,,,,,,
,,7824353994,49.3300009,6.7022536,,,,,,,,,,,,,yes,,,,yes,,
,,7826821746,49.3290552,6.6955112,,,,,,,,,,,,,yes,,,,yes,,
,,7827467255,49.3271516,6.6919211,,,,,,,,,,,,,yes,,,,yes,,
yes,,7830487956,49.3289591,6.7157686,,,,,,,,,,,,,yes,,,,yes,,
,,7830487964,49.3282319,6.7169608,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,7830505451,49.242017,7.0215706,,,,,,,,,,,,,,,,,,,
yes,,7834731776,49.3178447,6.6551949,,,,,,,,,,,,,yes,,,,yes,,
